TaskID, TaskType, Elapsed, Deserialize, DeserializeCPU, Serialize
  2610, ShuffleMapTask, 190.00, 2.00, 1801918.00, 0.00
  2594, ShuffleMapTask, 227.00, 2.00, 2389910.00, 1.00
  2604, ShuffleMapTask, 202.00, 2.00, 2116631.00, 0.00
  2593, ShuffleMapTask, 240.00, 3.00, 2083521.00, 0.00
  2602, ShuffleMapTask, 216.00, 2.00, 2208648.00, 0.00
  2577, ShuffleMapTask, 324.00, 3.00, 2425051.00, 0.00
  2588, ShuffleMapTask, 266.00, 2.00, 2235496.00, 0.00
  2600, ShuffleMapTask, 233.00, 3.00, 3005699.00, 1.00
  2607, ShuffleMapTask, 223.00, 3.00, 2356218.00, 0.00
  2599, ShuffleMapTask, 237.00, 3.00, 2080393.00, 0.00
  2568, ShuffleMapTask, 374.00, 5.00, 2754230.00, 0.00
  2579, ShuffleMapTask, 330.00, 2.00, 1880526.00, 0.00
  2573, ShuffleMapTask, 358.00, 3.00, 2836463.00, 0.00
  2590, ShuffleMapTask, 282.00, 2.00, 1746579.00, 0.00
  2597, ShuffleMapTask, 271.00, 3.00, 2389823.00, 0.00
  2616, ShuffleMapTask, 208.00, 3.00, 1562750.00, 0.00
  2631, ShuffleMapTask, 197.00, 3.00, 2044168.00, 0.00
  2584, ShuffleMapTask, 355.00, 3.00, 2082225.00, 0.00
  2622, ShuffleMapTask, 218.00, 3.00, 2677744.00, 1.00
  2620, ShuffleMapTask, 220.00, 2.00, 3228995.00, 0.00
  2611, ShuffleMapTask, 263.00, 2.00, 2241799.00, 0.00
  2582, ShuffleMapTask, 370.00, 3.00, 2727033.00, 0.00
  2621, ShuffleMapTask, 227.00, 2.00, 1833330.00, 0.00
  2612, ShuffleMapTask, 269.00, 3.00, 3138834.00, 0.00
  2603, ShuffleMapTask, 280.00, 2.00, 1997806.00, 0.00
  2580, ShuffleMapTask, 375.00, 2.00, 1936503.00, 0.00
  2634, ShuffleMapTask, 224.00, 2.00, 2223542.00, 0.00
  2645, ShuffleMapTask, 195.00, 2.00, 2129830.00, 0.00
  2628, ShuffleMapTask, 241.00, 2.00, 2712299.00, 0.00
  2636, ShuffleMapTask, 232.00, 2.00, 2202269.00, 0.00
  2643, ShuffleMapTask, 215.00, 2.00, 2118110.00, 0.00
  2563, ShuffleMapTask, 481.00, 3.00, 2448213.00, 0.00
  2644, ShuffleMapTask, 212.00, 3.00, 3467846.00, 0.00
  2648, ShuffleMapTask, 195.00, 3.00, 1977772.00, 0.00
  2637, ShuffleMapTask, 246.00, 2.00, 2474274.00, 0.00
  2601, ShuffleMapTask, 323.00, 3.00, 2186639.00, 0.00
  2625, ShuffleMapTask, 268.00, 3.00, 2282904.00, 0.00
  2615, ShuffleMapTask, 278.00, 4.00, 2260422.00, 0.00
  2618, ShuffleMapTask, 276.00, 2.00, 2005822.00, 0.00
  2629, ShuffleMapTask, 284.00, 3.00, 2331547.00, 0.00
  2626, ShuffleMapTask, 290.00, 2.00, 2089981.00, 0.00
  2630, ShuffleMapTask, 285.00, 3.00, 2733856.00, 0.00
  2635, ShuffleMapTask, 284.00, 2.00, 1761911.00, 0.00
  2641, ShuffleMapTask, 269.00, 2.00, 2105998.00, 0.00
  2642, ShuffleMapTask, 261.00, 2.00, 2092935.00, 0.00
  2658, ShuffleMapTask, 197.00, 2.00, 2114306.00, 0.00
  2614, ShuffleMapTask, 310.00, 2.00, 2363973.00, 0.00
  2653, ShuffleMapTask, 217.00, 2.00, 2100169.00, 1.00
  2627, ShuffleMapTask, 304.00, 3.00, 2254273.00, 0.00
  2624, ShuffleMapTask, 309.00, 4.00, 3146543.00, 0.00
  2647, ShuffleMapTask, 250.00, 2.00, 1869348.00, 0.00
  2613, ShuffleMapTask, 350.00, 2.00, 2284077.00, 0.00
  2617, ShuffleMapTask, 314.00, 2.00, 2288060.00, 0.00
  2654, ShuffleMapTask, 223.00, 3.00, 1992423.00, 0.00
  2619, ShuffleMapTask, 326.00, 5.00, 2443719.00, 0.00
  2609, ShuffleMapTask, 378.00, 4.00, 2955939.00, 0.00
  2632, ShuffleMapTask, 331.00, 3.00, 2989978.00, 0.00
  2655, ShuffleMapTask, 245.00, 3.00, 2100882.00, 0.00
  2649, ShuffleMapTask, 284.00, 3.00, 3277155.00, 0.00
  2662, ShuffleMapTask, 232.00, 3.00, 2631179.00, 0.00
  2640, ShuffleMapTask, 340.00, 4.00, 3319115.00, 0.00
  2596, ShuffleMapTask, 444.00, 2.00, 2200432.00, 0.00
  2669, ShuffleMapTask, 209.00, 2.00, 2202860.00, 1.00
  2674, ShuffleMapTask, 196.00, 2.00, 2029710.00, 0.00
  2679, ShuffleMapTask, 189.00, 3.00, 3013736.00, 0.00
  2623, ShuffleMapTask, 376.00, 3.00, 2564540.00, 1.00
  2650, ShuffleMapTask, 305.00, 3.00, 2553536.00, 1.00
  2651, ShuffleMapTask, 307.00, 4.00, 2207927.00, 0.00
  2638, ShuffleMapTask, 368.00, 2.00, 2162781.00, 0.00
  2671, ShuffleMapTask, 228.00, 2.00, 2155771.00, 0.00
  2682, ShuffleMapTask, 186.00, 2.00, 1713552.00, 0.00
  2667, ShuffleMapTask, 251.00, 3.00, 2542293.00, 0.00
  2646, ShuffleMapTask, 352.00, 3.00, 2200296.00, 0.00
  2680, ShuffleMapTask, 212.00, 2.00, 2183400.00, 1.00
  2659, ShuffleMapTask, 299.00, 3.00, 2714186.00, 0.00
  2673, ShuffleMapTask, 237.00, 5.00, 2480885.00, 0.00
  2675, ShuffleMapTask, 238.00, 2.00, 2103031.00, 0.00
  2657, ShuffleMapTask, 307.00, 3.00, 2279155.00, 0.00
  2688, ShuffleMapTask, 188.00, 2.00, 2099921.00, 0.00
  2686, ShuffleMapTask, 195.00, 2.00, 2014569.00, 0.00
  2663, ShuffleMapTask, 276.00, 2.00, 2119546.00, 0.00
  2681, ShuffleMapTask, 212.00, 2.00, 1928477.00, 0.00
  2633, ShuffleMapTask, 407.00, 2.00, 2008014.00, 0.00
  2666, ShuffleMapTask, 281.00, 2.00, 1546601.00, 0.00
  2691, ShuffleMapTask, 201.00, 6.00, 2453278.00, 0.00
  2685, ShuffleMapTask, 217.00, 2.00, 2675034.00, 0.00
  2677, ShuffleMapTask, 262.00, 3.00, 2841897.00, 0.00
  2684, ShuffleMapTask, 226.00, 3.00, 2326974.00, 0.00
  2694, ShuffleMapTask, 199.00, 2.00, 2393186.00, 1.00
  2690, ShuffleMapTask, 220.00, 3.00, 2072537.00, 0.00
  2698, ShuffleMapTask, 192.00, 2.00, 2081773.00, 0.00
  2695, ShuffleMapTask, 203.00, 2.00, 2287394.00, 0.00
  2665, ShuffleMapTask, 308.00, 2.00, 1917984.00, 0.00
  2701, ShuffleMapTask, 195.00, 2.00, 1915734.00, 0.00
  2703, ShuffleMapTask, 190.00, 3.00, 1672512.00, 0.00
  2656, ShuffleMapTask, 360.00, 3.00, 2105299.00, 0.00
  2699, ShuffleMapTask, 202.00, 4.00, 3074905.00, 0.00
  2668, ShuffleMapTask, 316.00, 1.00, 1564929.00, 1.00
  2652, ShuffleMapTask, 378.00, 3.00, 2243508.00, 0.00
  2598, ShuffleMapTask, 547.00, 3.00, 2173169.00, 0.00
  2702, ShuffleMapTask, 217.00, 2.00, 2201661.00, 0.00
  2689, ShuffleMapTask, 265.00, 2.00, 2223655.00, 0.00
  2660, ShuffleMapTask, 382.00, 2.00, 2033846.00, 0.00
  2696, ShuffleMapTask, 237.00, 3.00, 2704090.00, 0.00
  2710, ShuffleMapTask, 193.00, 3.00, 2067349.00, 1.00
  2678, ShuffleMapTask, 312.00, 3.00, 2568469.00, 0.00
  2608, ShuffleMapTask, 543.00, 1.00, 1419475.00, 0.00
  2700, ShuffleMapTask, 237.00, 2.00, 2206454.00, 0.00
  2664, ShuffleMapTask, 361.00, 2.00, 2559029.00, 0.00
  2716, ShuffleMapTask, 197.00, 1.00, 1829489.00, 0.00
  2683, ShuffleMapTask, 298.00, 1.00, 1912091.00, 1.00
  2676, ShuffleMapTask, 338.00, 3.00, 2551094.00, 0.00
  2715, ShuffleMapTask, 210.00, 2.00, 2706401.00, 0.00
  2720, ShuffleMapTask, 203.00, 2.00, 2232016.00, 0.00
  2713, ShuffleMapTask, 221.00, 3.00, 2157678.00, 0.00
  2708, ShuffleMapTask, 233.00, 1.00, 1925182.00, 0.00
  2723, ShuffleMapTask, 192.00, 2.00, 2156876.00, 0.00
  2714, ShuffleMapTask, 233.00, 2.00, 1763089.00, 1.00
  2707, ShuffleMapTask, 254.00, 4.00, 2553924.00, 1.00
  2693, ShuffleMapTask, 308.00, 2.00, 1960522.00, 0.00
  2639, ShuffleMapTask, 543.00, 3.00, 2774017.00, 0.00
  2725, ShuffleMapTask, 203.00, 2.00, 2034836.00, 0.00
  2670, ShuffleMapTask, 408.00, 2.00, 2055399.00, 0.00
  2661, ShuffleMapTask, 453.00, 3.00, 3207847.00, 0.00
  2709, ShuffleMapTask, 274.00, 2.00, 2043820.00, 0.00
  2727, ShuffleMapTask, 210.00, 2.00, 1863939.00, 0.00
  2726, ShuffleMapTask, 214.00, 6.00, 2595101.00, 0.00
  2672, ShuffleMapTask, 411.00, 2.00, 2143331.00, 0.00
  2705, ShuffleMapTask, 292.00, 3.00, 2436230.00, 0.00
  2706, ShuffleMapTask, 298.00, 3.00, 2624597.00, 0.00
  2730, ShuffleMapTask, 222.00, 2.00, 2091767.00, 0.00
  2692, ShuffleMapTask, 360.00, 3.00, 2598280.00, 0.00
  2687, ShuffleMapTask, 372.00, 3.00, 2843779.00, 0.00
  2737, ShuffleMapTask, 198.00, 3.00, 2634839.00, 0.00
  2736, ShuffleMapTask, 207.00, 2.00, 1885471.00, 1.00
  2748, ShuffleMapTask, 183.00, 1.00, 1401434.00, 0.00
  2717, ShuffleMapTask, 292.00, 2.00, 1656565.00, 0.00
  2733, ShuffleMapTask, 219.00, 3.00, 2769069.00, 0.00
  2724, ShuffleMapTask, 251.00, 10.00, 2367723.00, 0.00
  2747, ShuffleMapTask, 190.00, 2.00, 1954773.00, 0.00
  2712, ShuffleMapTask, 313.00, 2.00, 1611767.00, 0.00
  2734, ShuffleMapTask, 233.00, 5.00, 3962846.00, 0.00
  2729, ShuffleMapTask, 250.00, 2.00, 2269471.00, 0.00
  2721, ShuffleMapTask, 289.00, 4.00, 2509692.00, 0.00
  2739, ShuffleMapTask, 216.00, 2.00, 2024757.00, 0.00
  2719, ShuffleMapTask, 309.00, 3.00, 2369457.00, 0.00
  2746, ShuffleMapTask, 220.00, 2.00, 1668242.00, 0.00
  2745, ShuffleMapTask, 221.00, 3.00, 2436696.00, 0.00
  2755, ShuffleMapTask, 190.00, 2.00, 1867975.00, 0.00
  2754, ShuffleMapTask, 196.00, 2.00, 1687751.00, 0.00
  2741, ShuffleMapTask, 232.00, 2.00, 2290576.00, 0.00
  2750, ShuffleMapTask, 214.00, 2.00, 2030433.00, 0.00
  2731, ShuffleMapTask, 269.00, 3.00, 2332305.00, 0.00
  2744, ShuffleMapTask, 234.00, 2.00, 2213518.00, 0.00
  2704, ShuffleMapTask, 375.00, 3.00, 1780633.00, 0.00
  2753, ShuffleMapTask, 209.00, 2.00, 2068861.00, 0.00
  2752, ShuffleMapTask, 213.00, 1.00, 1934533.00, 0.00
  2738, ShuffleMapTask, 257.00, 4.00, 3069734.00, 1.00
  2697, ShuffleMapTask, 403.00, 2.00, 2037600.00, 1.00
  2735, ShuffleMapTask, 270.00, 2.00, 2307126.00, 0.00
  2740, ShuffleMapTask, 255.00, 3.00, 2507566.00, 0.00
  2756, ShuffleMapTask, 232.00, 3.00, 2483970.00, 0.00
  2760, ShuffleMapTask, 219.00, 2.00, 2221126.00, 0.00
  2761, ShuffleMapTask, 224.00, 2.00, 2333105.00, 0.00
  2751, ShuffleMapTask, 257.00, 3.00, 3202271.00, 0.00
  2774, ShuffleMapTask, 194.00, 2.00, 2189048.00, 0.00
  2732, ShuffleMapTask, 320.00, 3.00, 2446905.00, 0.00
  2766, ShuffleMapTask, 211.00, 2.00, 2224148.00, 0.00
  2759, ShuffleMapTask, 242.00, 10.00, 2316080.00, 0.00
  2776, ShuffleMapTask, 198.00, 3.00, 2090295.00, 0.00
  2722, ShuffleMapTask, 365.00, 4.00, 3786369.00, 1.00
  2772, ShuffleMapTask, 213.00, 3.00, 2554534.00, 0.00
  2757, ShuffleMapTask, 260.00, 2.00, 2054188.00, 0.00
  2728, ShuffleMapTask, 347.00, 3.00, 2887594.00, 0.00
  2778, ShuffleMapTask, 214.00, 4.00, 2104773.00, 0.00
  2785, ShuffleMapTask, 191.00, 2.00, 1874017.00, 0.00
  2711, ShuffleMapTask, 439.00, 2.00, 2066818.00, 0.00
  2762, ShuffleMapTask, 280.00, 3.00, 1901103.00, 0.00
  2767, ShuffleMapTask, 260.00, 4.00, 3711798.00, 0.00
  2749, ShuffleMapTask, 327.00, 3.00, 2524072.00, 0.00
  2788, ShuffleMapTask, 184.00, 2.00, 1866844.00, 0.00
  2770, ShuffleMapTask, 267.00, 2.00, 2068535.00, 0.00
  2775, ShuffleMapTask, 261.00, 4.00, 3524582.00, 0.00
  2718, ShuffleMapTask, 459.00, 3.00, 2721672.00, 0.00
  2742, ShuffleMapTask, 361.00, 2.00, 2082677.00, 0.00
  2784, ShuffleMapTask, 236.00, 2.00, 2327534.00, 0.00
  2786, ShuffleMapTask, 225.00, 2.00, 2071347.00, 0.00
  2765, ShuffleMapTask, 317.00, 2.00, 2541116.00, 1.00
  2800, ShuffleMapTask, 193.00, 2.00, 1844813.00, 0.00
  2743, ShuffleMapTask, 380.00, 6.00, 2814928.00, 0.00
  2779, ShuffleMapTask, 276.00, 2.00, 2108286.00, 1.00
  2791, ShuffleMapTask, 231.00, 4.00, 2761821.00, 0.00
  2764, ShuffleMapTask, 341.00, 2.00, 2025331.00, 0.00
  2781, ShuffleMapTask, 279.00, 2.00, 2068612.00, 0.00
  2794, ShuffleMapTask, 232.00, 2.00, 2412928.00, 1.00
  2768, ShuffleMapTask, 323.00, 4.00, 2939954.00, 0.00
  2777, ShuffleMapTask, 303.00, 2.00, 2839157.00, 1.00
  2804, ShuffleMapTask, 217.00, 4.00, 2303155.00, 0.00
  2812, ShuffleMapTask, 187.00, 5.00, 2294755.00, 0.00
  2814, ShuffleMapTask, 191.00, 3.00, 2256830.00, 0.00
  2808, ShuffleMapTask, 207.00, 4.00, 2167053.00, 0.00
  2792, ShuffleMapTask, 251.00, 2.00, 2550439.00, 0.00
  2805, ShuffleMapTask, 224.00, 2.00, 1447501.00, 0.00
  2798, ShuffleMapTask, 232.00, 4.00, 2664068.00, 0.00
  2811, ShuffleMapTask, 203.00, 3.00, 2868282.00, 0.00
  2758, ShuffleMapTask, 385.00, 3.00, 3100879.00, 0.00
  2820, ShuffleMapTask, 193.00, 2.00, 1815616.00, 1.00
  2783, ShuffleMapTask, 305.00, 3.00, 1995394.00, 0.00
  2780, ShuffleMapTask, 329.00, 4.00, 3410386.00, 0.00
  2822, ShuffleMapTask, 207.00, 2.00, 1738060.00, 0.00
  2816, ShuffleMapTask, 219.00, 2.00, 2359000.00, 0.00
  2773, ShuffleMapTask, 362.00, 2.00, 2212423.00, 0.00
  2795, ShuffleMapTask, 275.00, 2.00, 2166863.00, 0.00
  2824, ShuffleMapTask, 214.00, 2.00, 1635677.00, 0.00
  2793, ShuffleMapTask, 297.00, 3.00, 3061779.00, 0.00
  2817, ShuffleMapTask, 233.00, 1.00, 1707030.00, 0.00
  2818, ShuffleMapTask, 232.00, 2.00, 1900173.00, 0.00
  2782, ShuffleMapTask, 342.00, 3.00, 2539220.00, 0.00
  2832, ShuffleMapTask, 184.00, 2.00, 2206808.00, 0.00
  2807, ShuffleMapTask, 262.00, 2.00, 2611825.00, 0.00
  2823, ShuffleMapTask, 223.00, 3.00, 2221836.00, 1.00
  2831, ShuffleMapTask, 195.00, 4.00, 1497416.00, 0.00
  2763, ShuffleMapTask, 427.00, 3.00, 2412840.00, 0.00
  2829, ShuffleMapTask, 205.00, 2.00, 2320973.00, 0.00
  2835, ShuffleMapTask, 190.00, 2.00, 1907233.00, 1.00
  2803, ShuffleMapTask, 296.00, 2.00, 2032782.00, 0.00
  2789, ShuffleMapTask, 332.00, 3.00, 2511136.00, 0.00
  2828, ShuffleMapTask, 222.00, 6.00, 5513060.00, 0.00
  2819, ShuffleMapTask, 257.00, 3.00, 2135914.00, 0.00
  2809, ShuffleMapTask, 285.00, 3.00, 1880644.00, 0.00
  2771, ShuffleMapTask, 413.00, 3.00, 2395975.00, 1.00
  2834, ShuffleMapTask, 209.00, 2.00, 2265145.00, 0.00
  2799, ShuffleMapTask, 313.00, 2.00, 2199691.00, 0.00
  2813, ShuffleMapTask, 283.00, 3.00, 2255640.00, 0.00
  2790, ShuffleMapTask, 346.00, 3.00, 2693454.00, 0.00
  2797, ShuffleMapTask, 333.00, 3.00, 2737539.00, 1.00
  2796, ShuffleMapTask, 336.00, 1.00, 2095879.00, 1.00
  2838, ShuffleMapTask, 224.00, 2.00, 2245388.00, 0.00
  2769, ShuffleMapTask, 442.00, 3.00, 2190325.00, 0.00
  2815, ShuffleMapTask, 302.00, 4.00, 2757532.00, 0.00
  2841, ShuffleMapTask, 200.00, 2.00, 1966183.00, 0.00
  2843, ShuffleMapTask, 202.00, 2.00, 1965206.00, 1.00
  2846, ShuffleMapTask, 199.00, 5.00, 4602385.00, 0.00
  2837, ShuffleMapTask, 247.00, 3.00, 2251235.00, 1.00
  2787, ShuffleMapTask, 391.00, 3.00, 2089141.00, 0.00
  2821, ShuffleMapTask, 307.00, 4.00, 2616637.00, 1.00
  2848, ShuffleMapTask, 195.00, 4.00, 4805506.00, 0.00
  2844, ShuffleMapTask, 210.00, 3.00, 2337332.00, 0.00
  2810, ShuffleMapTask, 347.00, 2.00, 2088470.00, 0.00
  2833, ShuffleMapTask, 273.00, 1.00, 1664202.00, 1.00
  2842, ShuffleMapTask, 238.00, 1.00, 1878453.00, 0.00
  2802, ShuffleMapTask, 399.00, 2.00, 2346955.00, 0.00
  2862, ShuffleMapTask, 185.00, 1.00, 1926940.00, 0.00
  2865, ShuffleMapTask, 190.00, 2.00, 1928072.00, 0.00
  2852, ShuffleMapTask, 229.00, 1.00, 1951382.00, 0.00
  2869, ShuffleMapTask, 190.00, 2.00, 1849922.00, 0.00
  2864, ShuffleMapTask, 198.00, 2.00, 1919807.00, 0.00
  2868, ShuffleMapTask, 192.00, 2.00, 1983883.00, 0.00
  2854, ShuffleMapTask, 229.00, 2.00, 1958164.00, 0.00
  2859, ShuffleMapTask, 237.00, 2.00, 2280096.00, 0.00
  2827, ShuffleMapTask, 366.00, 3.00, 2297302.00, 0.00
  2826, ShuffleMapTask, 392.00, 3.00, 2603389.00, 0.00
  2806, ShuffleMapTask, 437.00, 3.00, 2981455.00, 0.00
  2884, ShuffleMapTask, 184.00, 1.00, 1580952.00, 0.00
  2876, ShuffleMapTask, 208.00, 3.00, 2458416.00, 0.00
  2882, ShuffleMapTask, 197.00, 3.00, 2021081.00, 0.00
  2858, ShuffleMapTask, 267.00, 3.00, 2622122.00, 0.00
  2851, ShuffleMapTask, 296.00, 3.00, 2110081.00, 0.00
  2839, ShuffleMapTask, 361.00, 4.00, 2832729.00, 0.00
  2877, ShuffleMapTask, 221.00, 2.00, 1925009.00, 0.00
  2853, ShuffleMapTask, 294.00, 3.00, 2582069.00, 1.00
  2836, ShuffleMapTask, 377.00, 4.00, 3305923.00, 0.00
  2866, ShuffleMapTask, 259.00, 2.00, 2025353.00, 0.00
  2874, ShuffleMapTask, 231.00, 2.00, 1865898.00, 0.00
  2872, ShuffleMapTask, 248.00, 3.00, 2084017.00, 0.00
  2855, ShuffleMapTask, 297.00, 3.00, 1955605.00, 0.00
  2861, ShuffleMapTask, 274.00, 3.00, 3138898.00, 0.00
  2850, ShuffleMapTask, 318.00, 3.00, 2488623.00, 1.00
  2856, ShuffleMapTask, 299.00, 2.00, 2135906.00, 0.00
  2801, ShuffleMapTask, 503.00, 2.00, 1763561.00, 1.00
  2875, ShuffleMapTask, 245.00, 2.00, 2172953.00, 0.00
  2889, ShuffleMapTask, 214.00, 1.00, 1987510.00, 1.00
  2894, ShuffleMapTask, 203.00, 2.00, 2567455.00, 0.00
  2863, ShuffleMapTask, 298.00, 2.00, 1913102.00, 0.00
  2903, ShuffleMapTask, 189.00, 4.00, 2637284.00, 0.00
  2902, ShuffleMapTask, 198.00, 2.00, 2071077.00, 0.00
  2867, ShuffleMapTask, 305.00, 2.00, 1984898.00, 0.00
  2887, ShuffleMapTask, 248.00, 2.00, 2177356.00, 0.00
  2879, ShuffleMapTask, 265.00, 2.00, 1811371.00, 0.00
  2845, ShuffleMapTask, 389.00, 3.00, 2462824.00, 0.00
  2886, ShuffleMapTask, 260.00, 2.00, 1840552.00, 0.00
  2906, ShuffleMapTask, 201.00, 2.00, 1701945.00, 0.00
  2860, ShuffleMapTask, 330.00, 2.00, 1848941.00, 0.00
  2870, ShuffleMapTask, 314.00, 2.00, 1556393.00, 0.00
  2900, ShuffleMapTask, 227.00, 3.00, 1945080.00, 0.00
  2908, ShuffleMapTask, 199.00, 3.00, 1995660.00, 0.00
  2895, ShuffleMapTask, 247.00, 2.00, 2256256.00, 0.00
  2892, ShuffleMapTask, 252.00, 2.00, 2487084.00, 0.00
  2878, ShuffleMapTask, 294.00, 3.00, 2018734.00, 0.00
  2857, ShuffleMapTask, 353.00, 2.00, 2131003.00, 0.00
  2914, ShuffleMapTask, 197.00, 2.00, 1679003.00, 1.00
  2880, ShuffleMapTask, 295.00, 3.00, 2475629.00, 1.00
  2881, ShuffleMapTask, 297.00, 2.00, 1930993.00, 0.00
  2830, ShuffleMapTask, 484.00, 3.00, 3059408.00, 0.00
  2840, ShuffleMapTask, 451.00, 4.00, 3522492.00, 1.00
  2849, ShuffleMapTask, 413.00, 3.00, 2794092.00, 0.00
  2885, ShuffleMapTask, 305.00, 2.00, 1683165.00, 0.00
  2873, ShuffleMapTask, 342.00, 4.00, 3280252.00, 0.00
  2898, ShuffleMapTask, 280.00, 3.00, 2267823.00, 0.00
  2918, ShuffleMapTask, 192.00, 3.00, 1932750.00, 0.00
  2915, ShuffleMapTask, 225.00, 4.00, 3646077.00, 0.00
  2916, ShuffleMapTask, 227.00, 3.00, 2051645.00, 0.00
  2909, ShuffleMapTask, 255.00, 2.00, 2027453.00, 0.00
  2923, ShuffleMapTask, 190.00, 2.00, 1871489.00, 0.00
  2871, ShuffleMapTask, 374.00, 3.00, 2541702.00, 0.00
  2847, ShuffleMapTask, 450.00, 3.00, 2584192.00, 0.00
  2899, ShuffleMapTask, 296.00, 2.00, 2299120.00, 0.00
  2891, ShuffleMapTask, 317.00, 3.00, 2644904.00, 0.00
  2901, ShuffleMapTask, 295.00, 3.00, 2487178.00, 0.00
  2896, ShuffleMapTask, 317.00, 4.00, 4006194.00, 0.00
  2890, ShuffleMapTask, 338.00, 3.00, 2905147.00, 0.00
  2928, ShuffleMapTask, 188.00, 3.00, 2856298.00, 0.00
  2904, ShuffleMapTask, 307.00, 2.00, 2077328.00, 0.00
  2907, ShuffleMapTask, 298.00, 2.00, 1701549.00, 0.00
  2920, ShuffleMapTask, 226.00, 2.00, 1970129.00, 0.00
  2927, ShuffleMapTask, 196.00, 2.00, 2001099.00, 0.00
  2897, ShuffleMapTask, 342.00, 2.00, 1967898.00, 0.00
  2913, ShuffleMapTask, 290.00, 2.00, 2368744.00, 0.00
  2924, ShuffleMapTask, 235.00, 2.00, 1879642.00, 0.00
  2905, ShuffleMapTask, 326.00, 4.00, 2606255.00, 0.00
  2911, ShuffleMapTask, 308.00, 2.00, 2135238.00, 0.00
  2933, ShuffleMapTask, 195.00, 8.00, 2509739.00, 0.00
  2931, ShuffleMapTask, 212.00, 2.00, 2003518.00, 0.00
  2938, ShuffleMapTask, 202.00, 4.00, 2736060.00, 1.00
  2921, ShuffleMapTask, 280.00, 2.00, 1527960.00, 0.00
  2917, ShuffleMapTask, 300.00, 4.00, 2970669.00, 0.00
  2825, ShuffleMapTask, 643.00, 3.00, 2808423.00, 0.00
  2922, ShuffleMapTask, 292.00, 3.00, 3247224.00, 0.00
  2919, ShuffleMapTask, 300.00, 2.00, 1934103.00, 1.00
  2912, ShuffleMapTask, 358.00, 3.00, 2596648.00, 0.00
  2947, ShuffleMapTask, 214.00, 2.00, 2183551.00, 0.00
  2883, ShuffleMapTask, 446.00, 2.00, 2050118.00, 0.00
  2951, ShuffleMapTask, 208.00, 2.00, 1998565.00, 0.00
  2925, ShuffleMapTask, 298.00, 3.00, 2734007.00, 0.00
  2893, ShuffleMapTask, 441.00, 9.00, 7553781.00, 1.00
  2946, ShuffleMapTask, 242.00, 2.00, 1924969.00, 0.00
  2965, ShuffleMapTask, 188.00, 1.00, 1592292.00, 0.00
  2953, ShuffleMapTask, 217.00, 1.00, 1683731.00, 0.00
  2949, ShuffleMapTask, 242.00, 3.00, 1928893.00, 0.00
  2954, ShuffleMapTask, 225.00, 2.00, 1865984.00, 0.00
  2888, ShuffleMapTask, 478.00, 3.00, 2609031.00, 0.00
  2966, ShuffleMapTask, 209.00, 2.00, 1798091.00, 0.00
  2930, ShuffleMapTask, 311.00, 2.00, 2370080.00, 0.00
  2975, ShuffleMapTask, 189.00, 2.00, 1922492.00, 1.00
  2964, ShuffleMapTask, 225.00, 2.00, 1909834.00, 0.00
  2945, ShuffleMapTask, 281.00, 4.00, 3072296.00, 0.00
  2940, ShuffleMapTask, 298.00, 6.00, 2866012.00, 1.00
  2941, ShuffleMapTask, 298.00, 2.00, 1567516.00, 0.00
  2910, ShuffleMapTask, 433.00, 2.00, 2370071.00, 0.00
  2957, ShuffleMapTask, 250.00, 2.00, 1514296.00, 0.00
  2961, ShuffleMapTask, 242.00, 10.00, 1991977.00, 0.00
  2977, ShuffleMapTask, 191.00, 2.00, 1802419.00, 0.00
  2932, ShuffleMapTask, 327.00, 4.00, 3297841.00, 0.00
  2929, ShuffleMapTask, 340.00, 2.00, 2425105.00, 0.00
  2926, ShuffleMapTask, 359.00, 4.00, 3109813.00, 1.00
  2943, ShuffleMapTask, 315.00, 7.00, 2648269.00, 0.00
  2934, ShuffleMapTask, 329.00, 3.00, 3338431.00, 0.00
  2936, ShuffleMapTask, 325.00, 2.00, 2381542.00, 0.00
  2935, ShuffleMapTask, 326.00, 2.00, 2033924.00, 0.00
  2942, ShuffleMapTask, 325.00, 3.00, 2084355.00, 0.00
  2963, ShuffleMapTask, 264.00, 3.00, 2603930.00, 0.00
  2952, ShuffleMapTask, 287.00, 3.00, 2075334.00, 0.00
  2978, ShuffleMapTask, 215.00, 15.00, 2440896.00, 0.00
  2955, ShuffleMapTask, 287.00, 4.00, 2602491.00, 0.00
  2937, ShuffleMapTask, 345.00, 1.00, 1891926.00, 0.00
  2979, ShuffleMapTask, 228.00, 2.00, 1360674.00, 0.00
  2959, ShuffleMapTask, 304.00, 3.00, 2109080.00, 0.00
  2990, ShuffleMapTask, 206.00, 2.00, 2925097.00, 1.00
  2948, ShuffleMapTask, 342.00, 1.00, 1848322.00, 0.00
  2971, ShuffleMapTask, 269.00, 2.00, 2330760.00, 0.00
  2956, ShuffleMapTask, 313.00, 4.00, 2613424.00, 0.00
  2969, ShuffleMapTask, 282.00, 2.00, 2233360.00, 0.00
  2950, ShuffleMapTask, 341.00, 2.00, 1657337.00, 0.00
  2994, ShuffleMapTask, 210.00, 2.00, 2069939.00, 1.00
  2984, ShuffleMapTask, 242.00, 3.00, 2412762.00, 0.00
  2991, ShuffleMapTask, 222.00, 3.00, 2044286.00, 0.00
  2976, ShuffleMapTask, 278.00, 3.00, 2954620.00, 1.00
